"faultid","subcatcode","refsubsystem","faultcode","faultnumber","faults","repairtimeh","repairtimem","remarks","nooftrademen","workdone","critical","scheduled","disable"
"188","909.0","16.0","9.0","A00016009","Control unit K1-IC defective","0.0","30.0","NaN","1.0","NaN","0","1","0"
"189","909.0","16.0","10.0","A00016010","Control Unit Bty N/W  (ELEVATION AND  TRAVERSE MECH) A00016010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"190","909.0","16.0","11.0","A00016011","Control unit BY -25-2C N/W  (ELEVATION AND  TRAVERSE MECH) A00016011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"191","909.0","16.0","12.0","A00016012","Control unit K1M box defective (ELEVATION AND  TRAVERSE MECH) A00016012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"192","909.0","16.0","13.0","A00016013","Convertor motor N/W (ELEVATION AND  TRAVERSE MECH) A00016013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"193","909.0","16.0","14.0","A00016014","Converter lamp not glowing on TPD-K1  (ELEVATION AND  TRAVERSE MECH) A00016014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"194","909.0","16.0","15.0","A00016015","Creeping in double SA mode  (ELEVATION AND  TRAVERSE MECH) A00016015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"195","909.0","16.0","16.0","A00016016","Creeping in non stab mode  (ELEVATION AND  TRAVERSE MECH) A00016016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"196","909.0","16.0","17.0","A00016017","Cordon gear EM N/W  (ELEVATION AND  TRAVERSE MECH) A00016017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"197","909.0","16.0","18.0","A00016018","Current Convertor PT- 800 faulty (ELEVATION AND  TRAVERSE MECH) A00016018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"198","909.0","16.0","19.0","A00016019","Creeping in Auto Mode (ELEVATION AND  TRAVERSE MECH) A00016019","0.0","30.0","NaN","1.0","NaN","0","1","0"
"199","909.0","16.0","20.0","A00016020","Depression limit switch N/W  (ELEVATION AND  TRAVERSE MECH) A00016020","0.0","30.0","NaN","1.0","NaN","0","1","0"
"200","909.0","16.0","21.0","A00016021","Depression signal N/W (ELEVATION AND  TRAVERSE MECH) A00016021","0.0","30.0","NaN","1.0","NaN","0","1","0"
"201","909.0","16.0","22.0","A00016022","Double mode gun not getting tangent elev when amn change selector sw op (ELEVATION AND  TRAVERSE MECH) A00016022","0.0","30.0","NaN","1.0","NaN","0","1","0"
"202","909.0","16.0","23.0","A00016023","Double mode N/W (ELEVATION AND  TRAVERSE MECH) A00016023","0.0","30.0","NaN","1.0","NaN","0","1","0"
"203","909.0","16.0","24.0","A00016024","Double SA creeping towards left (ELEVATION AND  TRAVERSE MECH) A00016024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"204","909.0","16.0","25.0","A00016025","Drift in traverse channel (ELEVATION AND  TRAVERSE MECH) A00016025","0.0","30.0","NaN","1.0","NaN","0","1","0"
"205","909.0","16.0","26.0","A00016026","Double SA mode N/W  (ELEVATION AND  TRAVERSE MECH) A00016026","0.0","30.0","NaN","1.0","NaN","0","1","0"
"206","909.0","16.0","27.0","A00016027","Elevation Rate Gyro N/W  (ELEVATION AND  TRAVERSE MECH) A00016027","0.0","30.0","NaN","1.0","NaN","0","1","0"
"207","909.0","16.0","28.0","A00016028","EM of power elevation and traverse not energise  (ELEVATION AND  TRAVERSE MECH) A00016028","0.0","30.0","NaN","1.0","NaN","0","1","0"
"208","909.0","16.0","29.0","A00016029","Elevation Hard (ELEVATION AND  TRAVERSE MECH) A00016029","0.0","30.0","NaN","1.0","NaN","0","1","1"
"209","909.0","16.0","30.0","A00016030","Elevation system faulty (ELEVATION AND  TRAVERSE MECH) A00016030","0.0","30.0","NaN","1.0","NaN","0","1","0"
"210","909.0","16.0","31.0","A00016031","Elevation system faulty (ELEVATION AND  TRAVERSE MECH) A00016031","0.0","30.0","NaN","1.0","NaN","0","1","1"
"211","909.0","16.0","32.0","A00016032","Elevation system faulty (ELEVATION AND  TRAVERSE MECH) A00016032","0.0","30.0","NaN","1.0","NaN","0","1","1"
"212","909.0","16.0","33.0","A00016033","Elevation motor N/W (ELEVATION AND  TRAVERSE MECH) A00016033","0.0","30.0","NaN","1.0","NaN","0","1","0"
"213","909.0","16.0","34.0","A00016034","Elevation operation N/W (ELEVATION AND  TRAVERSE MECH) A00016034","0.0","30.0","NaN","1.0","NaN","0","1","0"
"214","909.0","16.0","35.0","A00016035","Electric Unit 1G 46 faulty (ELEVATION AND  TRAVERSE MECH) A00016035","0.0","30.0","NaN","1.0","NaN","0","1","0"
"215","909.0","16.0","36.0","A00016036","FCS faulty (Gun trav speed slow towards Rt side) (ELEVATION AND  TRAVERSE MECH) A00016036","0.0","30.0","NaN","1.0","NaN","0","1","0"
"216","909.0","16.0","37.0","A00016037","FCS lamp not glowing on GCU (ELEVATION AND  TRAVERSE MECH) A00016037","0.0","30.0","NaN","1.0","NaN","0","1","0"
"217","909.0","16.0","38.0","A00016038","FCS not functional in double mode (ELEVATION AND  TRAVERSE MECH) A00016038","0.0","30.0","NaN","1.0","NaN","0","1","0"
"218","909.0","16.0","39.0","A00016039","FCS N/W, sight not getting ON (ELEVATION AND  TRAVERSE MECH) A00016039","0.0","30.0","NaN","1.0","NaN","0","1","0"
"219","909.0","16.0","40.0","A00016040","Fuse in elect unit of TKN-4S N/W (ELEVATION AND  TRAVERSE MECH) A00016040","0.0","30.0","NaN","1.0","NaN","0","1","0"
"220","909.0","16.0","41.0","A00016041","GCE Sys N/W (ELEVATION AND  TRAVERSE MECH) A00016041","0.0","30.0","NaN","1.0","NaN","0","1","0"
"221","909.0","16.0","42.0","A00016042","GNR Control panel faulty (ELEVATION AND  TRAVERSE MECH) A00016042","0.0","30.0","NaN","1.0","NaN","0","1","0"
"222","909.0","16.0","43.0","A00016043","Gun depresses automatically after switching ON SCOL (ELEVATION AND  TRAVERSE MECH) A00016043","0.0","30.0","NaN","1.0","NaN","0","1","0"
"223","909.0","16.0","44.0","A00016044","Gun drift towards left & down (ELEVATION AND  TRAVERSE MECH) A00016044","0.0","30.0","NaN","1.0","NaN","0","1","0"
"224","909.0","16.0","45.0","A00016045","Gun  does not reach in fully run out posn (ELEVATION AND  TRAVERSE MECH) A00016045","0.0","30.0","NaN","1.0","NaN","0","1","0"
"225","909.0","16.0","46.0","A00016046","Gun hunting after SCOL operated (ELEVATION AND  TRAVERSE MECH) A00016046","0.0","30.0","NaN","1.0","NaN","0","1","0"
"226","909.0","16.0","47.0","A00016047","Gun hunting in vertical plane (ELEVATION AND  TRAVERSE MECH) A00016047","0.0","30.0","NaN","1.0","NaN","0","1","0"
"227","909.0","16.0","48.0","A00016048","Gun hunting on pressing LRF button (ELEVATION AND  TRAVERSE MECH) A00016048","0.0","30.0","NaN","1.0","NaN","0","1","0"
"228","909.0","16.0","49.0","A00016049","Gun hunting when FCS switched on (ELEVATION AND  TRAVERSE MECH) A00016049","0.0","30.0","NaN","1.0","NaN","0","1","0"
"229","909.0","16.0","50.0","A00016050","Gun is not Stab in vertical plane (ELEVATION AND  TRAVERSE MECH) A00016050","0.0","30.0","NaN","1.0","NaN","0","1","0"
"230","909.0","16.0","51.0","A00016051","Gun trav speed slow towards Rt side (ELEVATION AND  TRAVERSE MECH) A00016051","0.0","30.0","NaN","1.0","NaN","0","1","0"
"231","909.0","16.0","52.0","A00016052","Gyro block faulty (ELEVATION AND  TRAVERSE MECH) A00016052","0.0","30.0","NaN","1.0","NaN","0","1","0"
"232","909.0","16.0","53.0","A00016053","Gyro block of 1G 46 faulty (ELEVATION AND  TRAVERSE MECH) A00016053","0.0","30.0","NaN","1.0","NaN","0","1","0"
"233","909.0","16.0","54.0","A00016054","Hyd booster motor faulty (ELEVATION AND  TRAVERSE MECH) A00016054","0.0","30.0","NaN","1.0","NaN","0","1","0"
"234","909.0","16.0","55.0","A00016055","Hyd booster union loose (ELEVATION AND  TRAVERSE MECH) A00016055","0.0","30.0","NaN","1.0","NaN","0","1","0"
"235","909.0","16.0","56.0","A00016056","In double mode gun does not mov in vertical plane (ELEVATION AND  TRAVERSE MECH) A00016056","0.0","30.0","NaN","1.0","NaN","0","1","0"
"236","909.0","16.0","57.0","A00016057","No light indication hatch open on unit BY-25-2C (ELEVATION AND  TRAVERSE MECH) A00016057","0.0","30.0","NaN","1.0","NaN","0","1","0"
"237","909.0","16.0","58.0","A00016058","Observation mode N/W (ELEVATION AND  TRAVERSE MECH) A00016058","0.0","30.0","NaN","1.0","NaN","0","1","0"
"238","909.0","16.0","59.0","A00016059","Pump with drive motor faulty (ELEVATION AND  TRAVERSE MECH) A00016059","0.0","30.0","NaN","1.0","NaN","0","1","0"
"239","909.0","16.0","60.0","A00016060","Sight electric unit faulty (ELEVATION AND  TRAVERSE MECH) A00016060","0.0","30.0","NaN","1.0","NaN","0","1","1"
"240","909.0","16.0","61.0","A00016061","Sight IG 46 defective (ELEVATION AND  TRAVERSE MECH) A00016061","0.0","30.0","NaN","1.0","NaN","0","1","0"
"241","909.0","16.0","62.0","A00016062","Stab elevation mode sometimes N/W (ELEVATION AND  TRAVERSE MECH) A00016062","0.0","30.0","NaN","1.0","NaN","0","1","0"
"242","909.0","16.0","63.0","A00016063","Stab oil checking faulty (ELEVATION AND  TRAVERSE MECH) A00016063","0.0","30.0","NaN","1.0","NaN","0","1","0"
"243","909.0","16.0","64.0","A00016064","Stab Sys  of Gnr Sight 1G 46 Defective (ELEVATION AND  TRAVERSE MECH) A00016064","0.0","30.0","NaN","1.0","NaN","0","1","0"
"244","909.0","16.0","65.0","A00016065","Stab sys N/W (ELEVATION AND  TRAVERSE MECH) A00016065","0.0","30.0","NaN","1.0","NaN","0","1","0"
"245","909.0","16.0","66.0","A00016066","Stab Elevation N/W (ELEVATION AND  TRAVERSE MECH) A00016066","0.0","30.0","NaN","1.0","NaN","0","1","0"
"246","909.0","16.0","67.0","A00016067","Stab Traverse N/W (ELEVATION AND  TRAVERSE MECH) A00016067","0.0","30.0","NaN","1.0","NaN","0","1","0"
"247","909.0","16.0","68.0","A00016068","Stabilisation of TKN-4S N/W (ELEVATION AND  TRAVERSE MECH) A00016068","0.0","30.0","NaN","1.0","NaN","0","1","0"
"248","909.0","16.0","69.0","A00016069","TKN-4S faulty (ELEVATION AND  TRAVERSE MECH) A00016069","0.0","30.0","NaN","1.0","NaN","0","1","0"
"249","909.0","16.0","70.0","A00016070","Traverse Signal N/W from Control Handle  (ELEVATION AND  TRAVERSE MECH) A00016070","0.0","30.0","NaN","1.0","NaN","0","1","0"
"250","909.0","16.0","71.0","A00016071","Tgt designation N/W (ELEVATION AND  TRAVERSE MECH) A00016071","0.0","30.0","NaN","1.0","NaN","0","1","0"
"251","909.0","16.0","72.0","A00016072","Traverse motor N/W (ELEVATION AND  TRAVERSE MECH) A00016072","0.0","30.0","NaN","1.0","NaN","0","1","0"
"252","909.0","16.0","73.0","A00016073","Traverse Rate Gyro N/W (ELEVATION AND  TRAVERSE MECH) A00016073","0.0","30.0","NaN","1.0","NaN","0","1","0"
"253","909.0","16.0","74.0","A00016074","Turret does not  traverse anti clockwise  (ELEVATION AND  TRAVERSE MECH) A00016074","0.0","30.0","NaN","1.0","NaN","0","1","0"
"254","909.0","16.0","75.0","A00016075","Traversing gear dowel pin bkn  (ELEVATION AND  TRAVERSE MECH) A00016075","0.0","30.0","NaN","1.0","NaN","0","1","0"
"255","909.0","16.0","76.0","A00016076","Traverse gear N/W (ELEVATION AND  TRAVERSE MECH) A00016076","0.0","30.0","NaN","1.0","NaN","0","1","0"
"256","909.0","16.0","77.0","A00016077","Traverse hand whl lock nut bkn (ELEVATION AND  TRAVERSE MECH) A00016077","0.0","30.0","NaN","1.0","NaN","0","1","0"
"257","909.0","16.0","78.0","A00016078","Turret trav auto when gyro of 1G46 unlocked- (ELEVATION AND  TRAVERSE MECH) A00016078","0.0","30.0","NaN","1.0","NaN","0","1","1"
"258","909.0","16.0","79.0","A00016079","Turret traversing electro magnet faulty (ELEVATION AND  TRAVERSE MECH) A00016079","0.0","30.0","NaN","1.0","NaN","0","1","0"
"259","909.0","17.0","1.0","A00017001","Big end cell W/O (ENG ASSY) A00017001","0.0","30.0","NaN","1.0","NaN","1","1","0"
"260","909.0","17.0","2.0","A00017002","Actuating Crank & roller bkn (ENG ASSY) A00017002","0.0","30.0","NaN","1.0","NaN","1","1","0"
"261","909.0","17.0","3.0","A00017003","Actuating Crank Stud bkn (ENG ASSY) A00017003","0.0","30.0","NaN","1.0","NaN","1","1","0"
"262","909.0","17.0","4.0","A00017004","Both cyl head water leaking  (ENG ASSY) A00017004","0.0","30.0","NaN","1.0","NaN","1","1","0"
"263","909.0","17.0","5.0","A00017005","Crank case bkn (ENG ASSY) A00017005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"264","909.0","17.0","6.0","A00017006","Cylinder head gasket leaking (ENG ASSY) A00017006","0.0","30.0","NaN","1.0","NaN","1","1","0"
"265","909.0","17.0","7.0","A00017007","Eng Assy Seized (ENG ASSY) A00017007","0.0","30.0","NaN","1.0","NaN","1","1","0"
"266","909.0","17.0","8.0","A00017008","Eng Crank Hard (ENG ASSY) A00017008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"267","909.0","17.0","9.0","A00017009","Eng cranks but does not start (ENG ASSY) A00017009","2.0","30.0","NaN","1.0","NaN","0","1","0"
"268","909.0","17.0","10.0","A00017010","Eng does not crank  (ENG ASSY) A00017010","1.0","30.0","NaN","1.0","NaN","1","1","0"
"269","909.0","17.0","11.0","A00017011","Eng does not stall/stop when all button pressed (ENG ASSY) A00017011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"270","909.0","17.0","12.0","A00017012","Eng does not start in cold start mode/Tandem drive mode (ENG ASSY) A00017012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"271","909.0","17.0","13.0","A00017013","Eng does not start in Tandem driving  (ENG ASSY) A00017013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"272","909.0","17.0","14.0","A00017014","Eng Inlet manifold leaking (ENG ASSY) A00017014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"273","909.0","17.0","15.0","A00017015","Eng not cranking (ENG ASSY) A00017015","0.0","30.0","NaN","1.0","NaN","1","1","1"
"274","909.0","17.0","16.0","A00017016","Eng Oil Consumption high (ENG ASSY) A00017016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"275","909.0","17.0","17.0","A00017017","Eng over heated (ENG ASSY) A00017017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"276","909.0","17.0","18.0","A00017018","Eng pulling power weak (ENG ASSY) A00017018","0.0","30.0","NaN","1.0","NaN","1","1","0"
"277","909.0","17.0","19.0","A00017019","Eng start but buzzer continuously blowing (ENG ASSY) A00017019","0.0","30.0","NaN","1.0","NaN","1","1","0"
"278","909.0","17.0","20.0","A00017020","Eng Switching off during change of mode (ENG ASSY) A00017020","0.0","30.0","NaN","1.0","NaN","0","1","0"
"279","909.0","17.0","21.0","A00017021","Eng temp high (ENG ASSY) A00017021","0.0","30.0","NaN","1.0","NaN","0","1","1"
"280","909.0","17.0","22.0","A00017022","Eng vibrating (ENG ASSY) A00017022","0.0","30.0","NaN","1.0","NaN","0","1","0"
"281","909.0","17.0","23.0","A00017023","Exhaust leak from compensator (ENG ASSY) A00017023","0.0","30.0","NaN","1.0","NaN","0","1","0"
"282","909.0","17.0","24.0","A00017024","Fly wheel seal leaking (ENG ASSY) A00017024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"283","909.0","17.0","25.0","A00017025","Fly Wheel teeth W/O (ENG ASSY) A00017025","0.0","30.0","NaN","1.0","NaN","0","1","0"
"284","909.0","17.0","26.0","A00017026","Piston Extension loose (ENG ASSY) A00017026","0.0","30.0","NaN","1.0","NaN","0","1","0"
"285","909.0","17.0","27.0","A00017027","RPM low/ High (ENG ASSY) A00017027","0.0","30.0","NaN","1.0","NaN","0","1","0"
"286","909.0","18.0","1.0","A00018001","CBR SYS N/W (FFE  AND CBR) A00018001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"287","909.0","18.0","2.0","A00018002","Automatic control unit B-13 faulty  (FFE  AND CBR) A00018002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"288","909.0","18.0","3.0","A00018003","Blower hose Perished (FFE  AND CBR) A00018003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"289","909.0","18.0","4.0","A00018004","Blower N/W (FFE  AND CBR) A00018004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"290","909.0","18.0","5.0","A00018005","Booster separator faulty (FFE  AND CBR) A00018005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"291","909.0","18.0","6.0","A00018006","C1, C2 fire extinguisher empty  (FFE  AND CBR) A00018006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"292","909.0","18.0","7.0","A00018007","Dvr comp fire bottle fired  (FFE  AND CBR) A00018007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"293","909.0","18.0","8.0","A00018008","Eng shut down unit N/W (FFE  AND CBR) A00018008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"294","909.0","18.0","9.0","A00018009","FFE No 4 cyl empty (FFE  AND CBR) A00018009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"295","909.0","18.0","10.0","A00018010","firing sensor unit faulty (FFE  AND CBR) A00018010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"296","909.0","18.0","11.0","A00018011","NBC SYS N/W  (FFE  AND CBR) A00018011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"297","909.0","18.0","12.0","A00018012","Optical components dirty  (FFE  AND CBR) A00018012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"298","909.0","18.0","13.0","A00018013","Optical Sensor No 3 N/W & Thermal Sensor No3  N/W  (FFE  AND CBR) A00018013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"299","909.0","18.0","14.0","A00018014","Optical sensor no 1 N/W (FFE  AND CBR) A00018014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"300","909.0","18.0","15.0","A00018015","Optical Sensor No 7 Thermal Sensor No3 N/W  (FFE  and CBR) A00018015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"301","909.0","18.0","16.0","A00018016","Roentgenometer N/W (FFE  AND CBR) A00018016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"302","909.0","18.0","17.0","A00018017","Shutter EM N/W (FFE  AND CBR) A00018017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"303","909.0","18.0","18.0","A00018018","Spl blw faulty (FFE  AND CBR) A00018018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"304","909.0","18.0","19.0","A00018019","Spl blw faulty (FFE  AND CBR) A00018019","0.0","30.0","NaN","1.0","NaN","0","1","1"
"305","909.0","18.0","20.0","A00018020","Termal sensor unit faulty  (FFE  AND CBR) A00018020","0.0","30.0","NaN","1.0","NaN","0","1","0"
"306","909.0","18.0","21.0","A00018021","Thermal Sensor No3  N/W  (FFE  AND CBR) A00018021","0.0","30.0","NaN","1.0","NaN","0","1","0"
"307","909.0","18.0","22.0","A00018022","Zero setting (GO-27) N/W (FFE  AND CBR) A00018022","0.0","30.0","NaN","1.0","NaN","0","1","0"
"308","909.0","19.0","1.0","A00019001","Breech Block not opening fully (FIRING MECH_ARMT) A00019001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"309","909.0","19.0","2.0","A00019002","Breech Block bkn/demaged (FIRING MECH_ARMT) A00019002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"310","909.0","19.0","3.0","A00019003","Breech Block N/W (FIRING MECH_ARMT) A00019003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"311","909.0","19.0","4.0","A00019004","Breech Block Opening Hard (FIRING MECH_ARMT) A00019004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"312","909.0","19.0","5.0","A00019005","Breech Block Carrier Jammed  (FIRING MECH_ARMT) A00019005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"313","909.0","19.0","6.0","A00019006","Breech Block Upper roller Bkn (FIRING MECH_ARMT) A00019006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"314","909.0","19.0","7.0","A00019007","Breech block not closing (FIRING MECH_ARMT) A00019007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"315","909.0","19.0","8.0","A00019008","Breech mechanism lever N/W (FIRING MECH_ARMT) A00019008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"316","909.0","19.0","9.0","A00019009","Extractor not release (FIRING MECH_ARMT) A00019009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"317","909.0","19.0","10.0","A00019010","Extactor plunger with spring damge (FIRING MECH_ARMT) A00019010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"318","909.0","19.0","11.0","A00019011","Firing pin stopper bkn (FIRING MECH_ARMT) A00019011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"319","909.0","19.0","12.0","A00019012","Firing Pin damage (FIRING MECH_ARMT) A00019012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"320","909.0","19.0","13.0","A00019013","Firing locking screw damaged (FIRING MECH_ARMT) A00019013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"321","909.0","19.0","14.0","A00019014","Firing cyl and linkage defective (FIRING MECH_ARMT) A00019014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"322","909.0","19.0","15.0","A00019015","Firing mechanism defective (FIRING MECH_ARMT) A00019015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"323","909.0","19.0","16.0","A00019016","Firing pin bent from rear side (FIRING MECH_ARMT) A00019016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"324","909.0","19.0","17.0","A00019017","Mechanical firing of main gun N/W (FIRING MECH_ARMT) A00019017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"325","909.0","19.0","18.0","A00019018","Recocking lever pin Bkn (FIRING MECH_ARMT) A00019018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"326","909.0","19.0","19.0","A00019019","Recocking mech N/W (FIRING MECH_ARMT) A00019019","0.0","30.0","NaN","1.0","NaN","0","1","0"
"327","909.0","19.0","20.0","A00019020","Safety Plunger Jam (FIRING MECH_ARMT) A00019020","0.0","30.0","NaN","1.0","NaN","0","1","0"
